CustomerID,Recency,Frequency,Monetary,RecencyQuartile,FrequencyQuartile,MonetaryQuartile,RFMScore,RFScore,CustomerClass
15079,212,3,174.36,1,3,3,133,13,At Risk
16010,245,3,191.25,1,3,3,133,13,At Risk
13668,2,13,914.22,4,4,4,444,44,Champion
17381,8,20,108.91,4,4,3,443,44,Champion
17085,250,4,390.85,1,4,4,144,14,Cannot Lose Them
15059,40,6,604.44,3,4,4,344,34,Loyal
12764,316,1,242.44,1,1,4,114,11,Lost
14078,101,4,137.54,2,4,3,243,24,Loyal
12726,184,3,45.61,1,3,2,132,13,At Risk
13819,301,2,51.43,1,2,2,122,12,Hibernating
17677,1,20,599.01,4,4,4,444,44,Champion
12709,58,7,262.12,3,4,4,344,34,Loyal
14901,31,6,200.95,3,4,4,344,34,Loyal
17470,44,3,61.42,3,3,2,332,33,Potential Loyalist
16684,35,15,436.54,3,4,4,344,34,Loyal
12377,354,1,90.57,1,1,3,113,11,Lost
15311,0,31,2088.9,4,4,4,444,44,Champion
16029,38,46,422.28,3,4,4,344,34,Loyal
12980,157,9,318.09,2,4,4,244,24,Loyal
16351,332,1,15.9,1,1,1,111,11,Lost
18041,11,11,658.53,4,4,4,444,44,Champion
16893,366,1,116.87,1,1,3,113,11,Lost
16013,3,37,337.44,4,4,4,444,44,Champion
13750,53,3,68.52,3,3,2,332,33,Potential Loyalist
17732,372,1,89.09,1,1,2,112,11,Lost
12686,371,1,4.81,1,1,1,111,11,Lost
16034,332,1,14.75,1,1,1,111,11,Lost
15189,3,22,613.76,4,4,4,444,44,Champion
16395,60,4,311.05,3,4,4,344,34,Loyal
17581,0,18,1049.07,4,4,4,444,44,Champion
12583,2,12,448.87,4,4,4,444,44,Champion
17213,40,2,169.08,3,2,3,323,32,Potential Loyalist
13953,52,5,27.28,3,4,1,341,34,Loyal
14258,89,8,400.23,2,4,4,244,24,Loyal
15939,89,6,71.27,2,4,2,242,24,Loyal
15696,79,4,398.4,2,4,4,244,24,Loyal
17406,366,1,50.8,1,1,2,112,11,Lost
17880,364,1,64.0,1,1,2,112,11,Lost
18118,10,22,2886.87,4,4,4,444,44,Champion
17954,184,6,417.42,1,4,4,144,14,Cannot Lose Them
16265,110,6,633.98,2,4,4,244,24,Loyal
17525,359,1,54.05,1,1,2,112,11,Lost
16551,95,3,62.44,2,3,2,232,23,Need Attention
13089,2,50,2482.42,4,4,4,444,44,Champion
17091,2,6,423.9,4,4,4,444,44,Champion
15750,2,5,331.11,4,4,4,444,44,Champion
15358,4,17,778.12,4,4,4,444,44,Champion
16321,323,1,19.1,1,1,1,111,11,Lost
12664,35,4,52.49,3,4,2,342,34,Loyal
14257,184,2,176.33,1,2,3,123,12,Hibernating
17218,362,1,108.27,1,1,3,113,11,Lost
14871,360,1,94.5,1,1,3,113,11,Lost
17848,141,2,29.82,2,2,1,221,22,About To Sleep
14334,16,5,353.89,4,4,4,444,44,Champion
15498,2,18,976.73,4,4,4,444,44,Champion
14577,12,4,325.13,4,4,4,444,44,Champion
14878,12,7,256.01,4,4,4,444,44,Champion
13756,22,9,251.76,3,4,4,344,34,Loyal
14099,157,3,214.88,2,3,4,234,23,Need Attention
18171,58,4,221.15,3,4,4,344,34,Loyal
12673,326,1,60.61,1,1,2,112,11,Lost
12594,37,7,155.31,3,4,3,343,34,Loyal
14083,7,2,207.62,4,2,4,424,42,Potential Loyalist
13948,360,1,11.85,1,1,1,111,11,Lost
14533,24,4,59.74,3,4,2,342,34,Loyal
14501,183,2,21.75,1,2,1,121,12,Hibernating
12678,42,7,354.48,3,4,4,344,34,Loyal
14092,7,10,403.1,4,4,4,444,44,Champion
16949,3,6,383.8,4,4,4,444,44,Champion
17449,94,2,283.53,2,2,4,224,22,About To Sleep
16948,138,3,21.15,2,3,1,231,23,Need Attention
16997,325,1,7.8,1,1,1,111,11,Lost
12731,23,8,571.79,3,4,4,344,34,Loyal
14646,1,48,3603.66,4,4,4,444,44,Champion
12422,95,2,51.12,2,2,2,222,22,About To Sleep
14688,7,20,650.06,4,4,4,444,44,Champion
13448,16,5,581.14,4,4,4,444,44,Champion
13767,25,16,602.52,3,4,4,344,34,Loyal
14729,373,1,153.3,1,1,3,113,11,Lost
16241,9,9,1141.62,4,4,4,444,44,Champion
17596,248,2,157.11,1,2,3,123,12,Hibernating
18092,38,8,289.49,3,4,4,344,34,Loyal
14684,25,3,544.67,3,3,4,334,33,Potential Loyalist
16746,4,10,820.01,4,4,4,444,44,Champion
13758,11,5,227.73,4,4,4,444,44,Champion
14299,21,5,338.47,4,4,4,444,44,Champion
16202,360,1,62.73,1,1,2,112,11,Lost
15326,333,1,42.11,1,1,2,112,11,Lost
12708,29,8,405.91,3,4,4,344,34,Loyal
13854,8,14,298.16,4,4,4,444,44,Champion
14355,365,1,31.35,1,1,1,111,11,Lost
13694,3,35,613.53,4,4,4,444,44,Champion
16033,5,8,1501.69,4,4,4,444,44,Champion
12720,2,15,429.44,4,4,4,444,44,Champion
15661,338,1,1.45,1,1,1,111,11,Lost
17975,63,11,740.12,3,4,4,344,34,Loyal
13319,66,18,1197.15,3,4,4,344,34,Loyal
13705,7,3,213.04,4,3,4,434,43,Potential Loyalist
13305,21,6,168.16,4,4,3,443,44,Champion
13102,1,13,372.93,4,4,4,444,44,Champion
12348,248,2,6.61,1,2,1,121,12,Hibernating
17912,364,1,51.17,1,1,2,112,11,Lost
13611,170,2,81.51,2,2,2,222,22,About To Sleep
12939,138,3,61.57,2,3,2,232,23,Need Attention
16700,8,8,373.15,4,4,4,444,44,Champion
13408,1,34,654.04,4,4,4,444,44,Champion
15002,115,3,198.09,2,3,3,233,23,Need Attention
15769,30,16,153.5,3,4,3,343,34,Loyal
13108,372,1,17.52,1,1,1,111,11,Lost
13418,11,9,438.4,4,4,4,444,44,Champion
14440,72,3,172.05,2,3,3,233,23,Need Attention
15719,32,13,2060.27,3,4,4,344,34,Loyal
16554,331,1,0.85,1,1,1,111,11,Lost
15351,12,3,340.87,4,3,4,434,43,Potential Loyalist
15224,362,1,11.6,1,1,1,111,11,Lost
13198,120,4,328.68,2,4,4,244,24,Loyal
16600,16,2,25.38,4,2,1,421,42,Potential Loyalist
17634,47,4,684.5,3,4,4,344,34,Loyal
12359,57,3,1327.88,3,3,4,334,33,Potential Loyalist
12779,37,5,454.99,3,4,4,344,34,Loyal
16719,14,7,777.05,4,4,4,444,44,Champion
14606,3,44,3558.72,4,4,4,444,44,Champion
15246,358,1,29.05,1,1,1,111,11,Lost
17988,11,3,112.59,4,3,3,433,43,Potential Loyalist
13898,325,1,31.37,1,1,1,111,11,Lost
13890,8,6,216.82,4,4,4,444,44,Champion
12931,21,9,28.73,4,4,1,441,44,Champion
12539,316,2,803.2,1,2,4,124,12,Hibernating
15316,326,1,1.65,1,1,1,111,11,Lost
13426,0,7,197.98,4,4,3,443,44,Champion
16532,17,3,13.93,4,3,1,431,43,Potential Loyalist
16315,330,1,74.92,1,1,2,112,11,Lost
18233,325,1,110.0,1,1,3,113,11,Lost
15983,360,3,171.22,1,3,3,133,13,At Risk
17428,0,16,650.95,4,4,4,444,44,Champion
18229,11,14,502.69,4,4,4,444,44,Champion
14032,22,6,175.51,3,4,3,343,34,Loyal
13615,318,1,77.91,1,1,2,112,11,Lost
15218,10,11,513.44,4,4,4,444,44,Champion
15111,66,2,253.1,3,2,4,324,32,Potential Loyalist
13838,5,4,539.84,4,4,4,444,44,Champion
15529,22,10,1148.54,3,4,4,344,34,Loyal
16839,8,19,392.71,4,4,4,444,44,Champion
16059,65,5,482.68,3,4,4,344,34,Loyal
12942,197,2,134.69,1,2,3,123,12,Hibernating
12755,280,2,20.1,1,2,1,121,12,Hibernating
14829,360,1,17.02,1,1,1,111,11,Lost
13495,7,3,74.71,4,3,2,432,43,Potential Loyalist
15034,15,6,711.07,4,4,4,444,44,Champion
16206,54,4,147.8,3,4,3,343,34,Loyal
17420,373,1,39.0,1,1,2,112,11,Lost
15373,18,8,408.15,4,4,4,444,44,Champion
12553,154,5,264.31,2,4,4,244,24,Loyal
14498,42,3,402.38,3,3,4,334,33,Potential Loyalist
13496,10,2,108.79,4,2,3,423,42,Potential Loyalist
13295,359,1,34.9,1,1,1,111,11,Lost
17230,310,2,167.55,1,2,3,123,12,Hibernating
13502,16,3,32.36,4,3,1,431,43,Potential Loyalist
16385,366,1,46.55,1,1,2,112,11,Lost
13047,56,4,188.04,3,4,3,343,34,Loyal
16477,63,4,218.64,3,4,4,344,34,Loyal
16327,315,2,169.0,1,2,3,123,12,Hibernating
16711,26,2,27.28,3,2,1,321,32,Potential Loyalist
15139,239,2,17.61,1,2,1,121,12,Hibernating
13497,282,2,56.5,1,2,2,122,12,Hibernating
13798,7,35,317.29,4,4,4,444,44,Champion
14320,206,2,60.69,1,2,2,122,12,Hibernating
17419,22,7,605.52,3,4,4,344,34,Loyal
13225,196,3,22.78,1,3,1,131,13,At Risk
17019,261,3,336.95,1,3,4,134,13,At Risk
12681,14,14,983.91,4,4,4,444,44,Champion
14437,365,1,5.25,1,1,1,111,11,Lost
13680,337,1,50.39,1,1,2,112,11,Lost
16387,322,1,12.64,1,1,1,111,11,Lost
17277,227,2,231.26,1,2,4,124,12,Hibernating
16043,37,3,96.4,3,3,3,333,33,Potential Loyalist
15628,4,8,286.83,4,4,4,444,44,Champion
16037,269,3,121.78,1,3,3,133,13,At Risk
13097,32,7,1459.2,3,4,4,344,34,Loyal
18136,211,2,89.01,1,2,2,122,12,Hibernating
15716,145,3,239.16,2,3,4,234,23,Need Attention
18168,359,1,44.03,1,1,2,112,11,Lost
12551,357,1,16.8,1,1,1,111,11,Lost
15606,170,5,158.81,2,4,3,243,24,Loyal
13267,2,12,419.8,4,4,4,444,44,Champion
16393,2,8,447.48,4,4,4,444,44,Champion
15110,23,3,258.2,3,3,4,334,33,Potential Loyalist
13837,211,2,41.76,1,2,2,122,12,Hibernating
14001,45,3,137.91,3,3,3,333,33,Potential Loyalist
15649,367,1,4.25,1,1,1,111,11,Lost
18116,67,2,165.84,2,2,3,223,22,About To Sleep
14293,368,1,36.58,1,1,1,111,11,Lost
16442,1,3,389.33,4,3,4,434,43,Potential Loyalist
13488,87,9,990.53,2,4,4,244,24,Loyal
15298,10,6,253.32,4,4,4,444,44,Champion
14049,16,4,1254.48,4,4,4,444,44,Champion
12868,185,3,119.47,1,3,3,133,13,At Risk
15838,25,11,268.36,3,4,4,344,34,Loyal
13209,128,4,489.01,2,4,4,244,24,Loyal
17685,16,5,199.48,4,4,4,444,44,Champion
15512,155,2,13.65,2,2,1,221,22,About To Sleep
16282,339,1,30.05,1,1,1,111,11,Lost
15194,31,7,364.21,3,4,4,344,34,Loyal
18074,373,1,62.15,1,1,2,112,11,Lost
13747,373,1,9.95,1,1,1,111,11,Lost
17135,16,6,227.48,4,4,4,444,44,Champion
12626,112,2,230.07,2,2,4,224,22,About To Sleep
14548,150,2,10.2,2,2,1,221,22,About To Sleep
15862,373,1,207.04,1,1,4,114,11,Lost
12427,21,2,45.48,4,2,2,422,42,Potential Loyalist
12621,1,11,618.75,4,4,4,444,44,Champion
17949,7,31,147.36,4,4,3,443,44,Champion
12693,211,2,64.59,1,2,2,122,12,Hibernating
15660,135,4,95.89,2,4,3,243,24,Loyal
15950,31,3,216.77,3,3,4,334,33,Potential Loyalist
13983,29,6,531.35,3,4,4,344,34,Loyal
13922,351,1,34.92,1,1,1,111,11,Lost
17555,19,2,231.57,4,2,4,424,42,Potential Loyalist
12916,138,4,441.55,2,4,4,244,24,Loyal
16817,2,6,252.92,4,4,4,444,44,Champion
14828,196,2,46.65,1,2,2,122,12,Hibernating
15290,4,8,314.42,4,4,4,444,44,Champion
16618,210,3,182.42,1,3,3,133,13,At Risk
16210,1,11,359.61,4,4,4,444,44,Champion
16858,368,1,53.49,1,1,2,112,11,Lost
14952,59,11,469.12,3,4,4,344,34,Loyal
14779,280,3,279.8,1,3,4,134,13,At Risk
17686,80,3,698.8,2,3,4,234,23,Need Attention
13865,136,3,89.78,2,3,3,233,23,Need Attention
15448,312,1,100.18,1,1,3,113,11,Lost
17757,87,3,171.96,2,3,3,233,23,Need Attention
16027,91,3,183.61,2,3,3,233,23,Need Attention
18283,3,6,407.17,4,4,4,444,44,Champion
16619,263,1,37.46,1,1,1,111,11,Lost
12811,261,1,43.65,1,1,2,112,11,Lost
17438,253,1,89.05,1,1,2,112,11,Lost
18211,25,4,71.3,3,4,2,342,34,Loyal
13133,273,1,23.25,1,1,1,111,11,Lost
17886,31,3,325.73,3,3,4,334,33,Potential Loyalist
16133,3,24,836.19,4,4,4,444,44,Champion
13700,92,5,190.28,2,4,3,243,24,Loyal
14227,85,4,261.92,2,4,4,244,24,Loyal
17507,261,1,101.19,1,1,3,113,11,Lost
14267,162,3,241.51,2,3,4,234,23,Need Attention
13571,12,8,438.22,4,4,4,444,44,Champion
15203,25,4,108.16,3,4,3,343,34,Loyal
15114,182,3,98.41,1,3,3,133,13,At Risk
17348,14,5,364.46,4,4,4,444,44,Champion
15845,17,7,357.87,4,4,4,444,44,Champion
13512,260,1,62.03,1,1,2,112,11,Lost
14659,8,8,665.13,4,4,4,444,44,Champion
16980,291,1,193.01,1,1,3,113,11,Lost
16668,116,3,11.65,2,3,1,231,23,Need Attention
12881,275,1,230.8,1,1,4,114,11,Lost
14232,42,4,183.46,3,4,3,343,34,Loyal
13636,36,3,153.73,3,3,3,333,33,Potential Loyalist
14460,171,2,7.5,2,2,1,221,22,About To Sleep
12778,19,2,31.48,4,2,1,421,42,Potential Loyalist
15065,37,4,788.17,3,4,4,344,34,Loyal
16626,0,10,517.28,4,4,4,444,44,Champion
13246,176,3,144.19,2,3,3,233,23,Need Attention
18224,263,1,30.6,1,1,1,111,11,Lost
15223,225,2,81.73,1,2,2,122,12,Hibernating
12955,16,7,228.94,4,4,4,444,44,Champion
17774,96,3,441.95,2,3,4,234,23,Need Attention
12913,4,3,74.85,4,3,2,432,43,Potential Loyalist
14790,16,4,68.0,4,4,2,442,44,Champion
13821,144,2,194.21,2,2,3,223,22,About To Sleep
17220,156,4,421.32,2,4,4,244,24,Loyal
17071,59,4,224.8,3,4,4,344,34,Loyal
15071,93,2,120.84,2,2,3,223,22,About To Sleep
17138,275,1,117.75,1,1,3,113,11,Lost
13769,122,3,172.6,2,3,3,233,23,Need Attention
16386,28,2,145.99,3,2,3,323,32,Potential Loyalist
13059,249,1,41.75,1,1,2,112,11,Lost
14127,122,3,174.22,2,3,3,233,23,Need Attention
13018,30,17,517.8,3,4,4,344,34,Loyal
15047,269,1,49.94,1,1,2,112,11,Lost
16144,246,1,10.95,1,1,1,111,11,Lost
13309,206,2,67.42,1,2,2,122,12,Hibernating
14897,7,3,225.91,4,3,4,434,43,Potential Loyalist
13148,133,5,538.73,2,4,4,244,24,Loyal
12766,3,3,329.36,4,3,4,434,43,Potential Loyalist
17088,72,3,370.01,2,3,4,234,23,Need Attention
17288,252,1,12.6,1,1,1,111,11,Lost
18179,254,1,36.26,1,1,1,111,11,Lost
16306,213,3,37.85,1,3,2,132,13,At Risk
12852,294,1,62.05,1,1,2,112,11,Lost
13932,294,1,97.65,1,1,3,113,11,Lost
17364,0,6,528.41,4,4,4,444,44,Champion
15121,288,1,58.4,1,1,2,112,11,Lost
15249,31,11,862.84,3,4,4,344,34,Loyal
13626,252,1,40.67,1,1,2,112,11,Lost
14530,25,5,753.22,3,4,4,344,34,Loyal
15554,277,1,67.35,1,1,2,112,11,Lost
12614,277,1,112.2,1,1,3,113,11,Lost
13026,31,4,20.61,3,4,1,341,34,Loyal
14895,7,6,638.71,4,4,4,444,44,Champion
15572,4,5,493.3,4,4,4,444,44,Champion
13884,277,2,18.55,1,2,1,121,12,Hibernating
12994,268,1,95.39,1,1,3,113,11,Lost
13591,64,2,158.63,3,2,3,323,32,Potential Loyalist
15998,36,3,782.39,3,3,4,334,33,Potential Loyalist
12754,235,2,54.83,1,2,2,122,12,Hibernating
15759,296,1,10.15,1,1,1,111,11,Lost
15676,18,2,207.27,4,2,4,424,42,Potential Loyalist
16109,218,2,28.42,1,2,1,121,12,Hibernating
16434,33,5,235.3,3,4,4,344,34,Loyal
14309,28,4,181.06,3,4,3,343,34,Loyal
17655,10,3,146.93,4,3,3,433,43,Potential Loyalist
14636,268,1,50.98,1,1,2,112,11,Lost
13060,253,1,59.74,1,1,2,112,11,Lost
12347,39,3,251.29,3,3,4,334,33,Potential Loyalist
12775,189,2,53.99,1,2,2,122,12,Hibernating
17594,254,1,18.3,1,1,1,111,11,Lost
17314,24,5,138.88,3,4,3,343,34,Loyal
16913,290,1,16.57,1,1,1,111,11,Lost
16212,283,1,147.3,1,1,3,113,11,Lost
13956,271,1,61.41,1,1,2,112,11,Lost
17002,85,3,168.5,2,3,3,233,23,Need Attention
15234,276,1,23.56,1,1,1,111,11,Lost
14395,78,4,469.04,2,4,4,244,24,Loyal
14758,144,3,355.8,2,3,4,234,23,Need Attention
15005,15,12,993.99,4,4,4,444,44,Champion
17692,226,2,24.9,1,2,1,121,12,Hibernating
13345,287,1,112.9,1,1,3,113,11,Lost
13239,261,1,33.41,1,1,1,111,11,Lost
13552,86,8,213.84,2,4,4,244,24,Loyal
13327,38,4,116.63,3,4,3,343,34,Loyal
14854,169,3,213.95,2,3,4,234,23,Need Attention
17162,28,7,305.04,3,4,4,344,34,Loyal
15270,15,5,199.34,4,4,4,444,44,Champion
12372,71,3,105.07,2,3,3,233,23,Need Attention
14036,284,1,166.13,1,1,3,113,11,Lost
16992,10,5,354.92,4,4,4,444,44,Champion
14662,28,3,343.27,3,3,4,334,33,Potential Loyalist
14693,264,1,27.8,1,1,1,111,11,Lost
13955,305,1,29.05,1,1,1,111,11,Lost
12842,308,1,104.79,1,1,3,113,11,Lost
12456,254,1,131.56,1,1,3,113,11,Lost
14936,33,7,984.05,3,4,4,344,34,Loyal
13873,119,3,106.02,2,3,3,233,23,Need Attention
18260,172,4,356.83,2,4,4,244,24,Loyal
13841,252,1,0.85,1,1,1,111,11,Lost
15125,60,9,359.09,3,4,4,344,34,Loyal
17613,22,12,593.8,3,4,4,344,34,Loyal
13151,295,1,421.01,1,1,4,114,11,Lost
13489,157,2,15.72,2,2,1,221,22,About To Sleep
15974,133,3,261.71,2,3,4,234,23,Need Attention
15236,298,1,24.58,1,1,1,111,11,Lost
15670,296,1,37.8,1,1,2,112,11,Lost
12834,282,1,88.09,1,1,2,112,11,Lost
15206,99,3,16.5,2,3,1,231,23,Need Attention
14329,108,2,168.47,2,2,3,223,22,About To Sleep
12545,259,1,87.25,1,1,2,112,11,Lost
18273,95,2,5.1,2,2,1,221,22,About To Sleep
13752,184,2,48.58,1,2,2,122,12,Hibernating
12395,211,2,58.58,1,2,2,122,12,Hibernating
14520,1,2,12.83,4,2,1,421,42,Potential Loyalist
13934,263,1,98.8,1,1,3,113,11,Lost
15797,304,1,14.65,1,1,1,111,11,Lost
16710,276,1,49.9,1,1,2,112,11,Lost
13358,268,1,145.19,1,1,3,113,11,Lost
14449,18,2,173.9,4,2,3,423,42,Potential Loyalist
14496,311,1,80.64,1,1,2,112,11,Lost
14504,259,1,96.03,1,1,3,113,11,Lost
13950,24,2,74.75,3,2,2,322,32,Potential Loyalist
16316,206,4,483.53,1,4,4,144,14,Cannot Lose Them
15703,264,1,14.65,1,1,1,111,11,Lost
15527,18,7,467.11,4,4,4,444,44,Champion
17859,304,1,45.27,1,1,2,112,11,Lost
12541,29,2,86.78,3,2,2,322,32,Potential Loyalist
15944,276,1,30.5,1,1,1,111,11,Lost
12682,3,17,725.59,4,4,4,444,44,Champion
16182,203,2,16.78,1,2,1,121,12,Hibernating
15241,66,3,96.98,3,3,3,333,33,Potential Loyalist
16678,2,6,124.6,4,4,3,443,44,Champion
17770,198,4,97.75,1,4,3,143,14,Cannot Lose Them
13931,95,2,118.67,2,2,3,223,22,About To Sleep
15806,157,2,47.11,2,2,2,222,22,About To Sleep
14407,133,3,192.55,2,3,3,233,23,Need Attention
13654,201,2,79.83,1,2,2,122,12,Hibernating
13870,101,3,223.15,2,3,4,234,23,Need Attention
15709,283,1,14.49,1,1,1,111,11,Lost
15321,70,3,325.44,2,3,4,234,23,Need Attention
13382,280,1,41.28,1,1,2,112,11,Lost
15819,276,1,77.61,1,1,2,112,11,Lost
16897,313,1,150.94,1,1,3,113,11,Lost
15827,280,4,93.8,1,4,3,143,14,Cannot Lose Them
14289,8,4,161.9,4,4,3,443,44,Champion
14915,277,1,24.52,1,1,1,111,11,Lost
12948,214,3,175.94,1,3,3,133,13,At Risk
16392,269,1,89.63,1,1,3,113,11,Lost
16214,170,2,67.94,2,2,2,222,22,About To Sleep
16515,91,3,162.29,2,3,3,233,23,Need Attention
15755,294,1,55.97,1,1,2,112,11,Lost
17499,289,1,69.53,1,1,2,112,11,Lost
14483,281,1,16.67,1,1,1,111,11,Lost
17238,2,8,702.17,4,4,4,444,44,Champion
14603,274,1,3.3,1,1,1,111,11,Lost
16511,21,3,512.03,4,3,4,434,43,Potential Loyalist
13593,162,3,218.2,2,3,4,234,23,Need Attention
15781,137,2,67.65,2,2,2,222,22,About To Sleep
17730,28,8,289.08,3,4,4,344,34,Loyal
16940,289,1,156.41,1,1,3,113,11,Lost
13113,0,17,426.76,4,4,4,444,44,Champion
14315,44,2,219.38,3,2,4,324,32,Potential Loyalist
17239,312,1,61.0,1,1,2,112,11,Lost
15240,44,4,168.54,3,4,3,343,34,Loyal
13584,306,1,99.95,1,1,3,113,11,Lost
17783,247,1,77.51,1,1,2,112,11,Lost
16407,12,4,218.12,4,4,4,444,44,Champion
13299,268,1,23.75,1,1,1,111,11,Lost
16180,145,6,271.09,2,4,4,244,24,Loyal
12502,95,4,633.81,2,4,4,244,24,Loyal
12849,268,1,79.71,1,1,2,112,11,Lost
17698,260,1,17.1,1,1,1,111,11,Lost
12669,150,2,215.58,2,2,4,224,22,About To Sleep
13988,19,6,701.94,4,4,4,444,44,Champion
16419,112,4,164.1,2,4,3,243,24,Loyal
18257,168,3,74.43,2,3,2,232,23,Need Attention
12823,74,3,22.95,2,3,1,231,23,Need Attention
15724,284,1,19.55,1,1,1,111,11,Lost
14740,225,2,136.15,1,2,3,123,12,Hibernating
17995,281,1,3.37,1,1,1,111,11,Lost
15400,113,2,14.2,2,2,1,221,22,About To Sleep
17795,179,2,88.6,1,2,2,122,12,Hibernating
18010,256,1,70.2,1,1,2,112,11,Lost
16938,8,3,95.11,4,3,3,433,43,Potential Loyalist
14730,178,4,426.03,1,4,4,144,14,Cannot Lose Them
18087,290,1,0.82,1,1,1,111,11,Lost
17096,261,1,19.92,1,1,1,111,11,Lost
16906,81,4,304.06,2,4,4,244,24,Loyal
15753,304,1,0.55,1,1,1,111,11,Lost
16471,274,1,29.85,1,1,1,111,11,Lost
16135,262,1,72.3,1,1,2,112,11,Lost
15550,301,1,19.25,1,1,1,111,11,Lost
15024,9,6,230.0,4,4,4,444,44,Champion
16449,197,2,131.92,1,2,3,123,12,Hibernating
16225,44,3,271.31,3,3,4,334,33,Potential Loyalist
17050,299,1,51.66,1,1,2,112,11,Lost
14573,179,6,507.21,1,4,4,144,14,Cannot Lose Them
15632,15,6,343.42,4,4,4,444,44,Champion
18177,157,3,55.71,2,3,2,232,23,Need Attention
16612,32,3,184.45,3,3,3,333,33,Potential Loyalist
13012,148,3,153.3,2,3,3,233,23,Need Attention
16912,28,8,270.11,3,4,4,344,34,Loyal
15087,281,1,30.54,1,1,1,111,11,Lost
13265,88,3,135.68,2,3,3,233,23,Need Attention
12836,311,1,221.25,1,1,4,114,11,Lost
16686,103,2,643.67,2,2,4,224,22,About To Sleep
16156,8,5,178.85,4,4,3,443,44,Champion
15133,127,3,64.15,2,3,2,232,23,Need Attention
15809,302,1,48.94,1,1,2,112,11,Lost
15257,283,1,216.7,1,1,4,114,11,Lost
13900,192,2,125.39,1,2,3,123,12,Hibernating
14426,23,8,492.04,3,4,4,344,34,Loyal
17083,295,2,65.52,1,2,2,122,12,Hibernating
13340,105,2,177.37,2,2,3,223,22,About To Sleep
14803,275,1,12.63,1,1,1,111,11,Lost
17775,254,1,2.35,1,1,1,111,11,Lost
16523,1,14,646.0,4,4,4,444,44,Champion
14431,302,1,79.73,1,1,2,112,11,Lost
14645,156,2,108.66,2,2,3,223,22,About To Sleep
12792,256,1,59.74,1,1,2,112,11,Lost
13984,26,2,13.99,3,2,1,321,32,Potential Loyalist
14890,253,1,20.35,1,1,1,111,11,Lost
13576,16,8,206.51,4,4,4,444,44,Champion
14470,11,2,208.07,4,2,4,424,42,Potential Loyalist
13533,182,3,146.93,1,3,3,133,13,At Risk
18145,12,4,398.12,4,4,4,444,44,Champion
15397,289,1,29.6,1,1,1,111,11,Lost
13971,18,7,285.64,4,4,4,444,44,Champion
13863,247,1,51.93,1,1,2,112,11,Lost
15589,255,3,106.99,1,3,3,133,13,At Risk
12561,302,1,47.43,1,1,2,112,11,Lost
14461,261,1,240.15,1,1,4,114,11,Lost
13414,133,3,44.17,2,3,2,232,23,Need Attention
12758,116,2,164.96,2,2,3,223,22,About To Sleep
14059,266,1,18.5,1,1,1,111,11,Lost
16553,205,5,85.43,1,4,2,142,14,Cannot Lose Them
16136,59,3,98.26,3,3,3,333,33,Potential Loyalist
13341,260,1,175.65,1,1,3,113,11,Lost
13760,256,1,48.19,1,1,2,112,11,Lost
13184,14,7,217.64,4,4,4,444,44,Champion
13098,9,17,981.57,4,4,4,444,44,Champion
14386,296,1,27.2,1,1,1,111,11,Lost
18094,81,4,72.82,2,4,2,242,24,Loyal
13118,19,3,144.15,4,3,3,433,43,Potential Loyalist
13261,268,2,49.4,1,2,2,122,12,Hibernating
14903,124,3,574.52,2,3,4,234,23,Need Attention
17673,1,3,188.02,4,3,3,433,43,Potential Loyalist
15815,63,4,102.78,3,4,3,343,34,Loyal
15722,35,5,210.28,3,4,4,344,34,Loyal
14231,183,2,144.16,1,2,3,123,12,Hibernating
13881,3,13,335.7,4,4,4,444,44,Champion
15226,310,1,30.74,1,1,1,111,11,Lost
12582,238,2,35.1,1,2,1,121,12,Hibernating
15733,282,1,43.5,1,1,2,112,11,Lost
18191,261,1,28.15,1,1,1,111,11,Lost
14778,308,1,48.15,1,1,2,112,11,Lost
14609,72,3,0.43,2,3,1,231,23,Need Attention
12362,35,6,529.6,3,4,4,344,34,Loyal
17102,261,1,12.75,1,1,1,111,11,Lost
15382,14,6,735.9,4,4,4,444,44,Champion
16667,284,1,72.5,1,1,2,112,11,Lost
16621,51,4,133.14,3,4,3,343,34,Loyal
16768,47,3,217.51,3,3,4,334,33,Potential Loyalist
16693,68,2,260.99,2,2,4,224,22,About To Sleep
16297,268,1,55.83,1,1,2,112,11,Lost
15132,105,3,95.46,2,3,3,233,23,Need Attention
14446,0,4,538.55,4,4,4,444,44,Champion
12853,134,6,331.54,2,4,4,244,24,Loyal
13139,32,4,228.73,3,4,4,344,34,Loyal
17719,37,7,643.06,3,4,4,344,34,Loyal
15410,129,3,142.27,2,3,3,233,23,Need Attention
17644,78,3,117.05,2,3,3,233,23,Need Attention
12633,58,4,252.35,3,4,4,344,34,Loyal
13394,1,5,140.88,4,4,3,443,44,Champion
14870,261,1,39.6,1,1,2,112,11,Lost
12714,106,4,390.48,2,4,4,244,24,Loyal
17139,15,9,1377.73,4,4,4,444,44,Champion
13216,267,1,7.24,1,1,1,111,11,Lost
12399,213,2,48.15,1,2,2,122,12,Hibernating
13606,243,2,95.05,1,2,3,123,12,Hibernating
17830,1,3,138.3,4,3,3,433,43,Potential Loyalist
16462,73,3,25.5,2,3,1,231,23,Need Attention
16398,253,1,297.35,1,1,4,114,11,Lost
13294,189,2,199.2,1,2,4,124,12,Hibernating
18272,2,4,240.12,4,4,4,444,44,Champion
